match_id,Year,Round,Host,Date,Attendance,team,adversaire,buts_pour,buts_contre,resultat,est_pays_hote
833,1958,Quarter-finals,Sweden,1958-06-19,20055,West Germany,Yugoslavia,1,0,victoire,False
834,1958,Quarter-finals,Sweden,1958-06-19,25923,Brazil,Wales,1,0,victoire,False
835,1958,Quarter-finals,Sweden,1958-06-19,31900,Sweden,Soviet Union,2,0,victoire,True
836,1958,Group stage play-off,Sweden,1958-06-17,6196,Northern Ireland,Czechoslovakia,2,1,victoire,False
837,1958,Group stage play-off,Sweden,1958-06-17,2823,Wales,Hungary,2,1,victoire,False
838,1958,Group stage play-off,Sweden,1958-06-17,23182,Soviet Union,England,1,0,victoire,False
839,1958,Group stage,Sweden,1958-06-15,30287,Sweden,Wales,0,0,nul,True
840,1958,Group stage,Sweden,1958-06-15,13103,Paraguay,Yugoslavia,3,3,nul,False
841,1958,Group stage,Sweden,1958-06-15,21990,West Germany,Northern Ireland,2,2,nul,False
842,1958,Group stage,Sweden,1958-06-15,16418,Czechoslovakia,Argentina,6,1,victoire,False
843,1958,Group stage,Sweden,1958-06-15,15872,England,Austria,2,2,nul,False
844,1958,Group stage,Sweden,1958-06-15,50928,Brazil,Soviet Union,2,0,victoire,False
845,1958,Group stage,Sweden,1958-06-15,13300,Hungary,Mexico,4,0,victoire,False
846,1958,Group stage,Sweden,1958-06-15,13554,France,Scotland,2,1,victoire,False
847,1958,Group stage,Sweden,1958-06-12,38850,Sweden,Hungary,2,1,victoire,True
848,1958,Group stage,Sweden,1958-06-11,21239,Soviet Union,Austria,2,0,victoire,False
849,1958,Group stage,Sweden,1958-06-11,25000,West Germany,Czechoslovakia,2,2,nul,False
850,1958,Group stage,Sweden,1958-06-11,14174,Argentina,Northern Ireland,3,1,victoire,False
851,1958,Group stage,Sweden,1958-06-11,12217,Yugoslavia,France,3,2,victoire,False
852,1958,Group stage,Sweden,1958-06-11,11665,Paraguay,Scotland,3,2,victoire,False
853,1958,Group stage,Sweden,1958-06-11,40895,Brazil,England,0,0,nul,False
854,1958,Group stage,Sweden,1958-06-11,15150,Mexico,Wales,1,1,nul,False
855,1958,Group stage,Sweden,1958-06-08,34107,Sweden,Mexico,3,0,victoire,True
856,1958,Group stage,Sweden,1958-06-08,10647,Northern Ireland,Czechoslovakia,1,0,victoire,False
857,1958,Group stage,Sweden,1958-06-08,15343,Hungary,Wales,1,1,nul,False
858,1958,Group stage,Sweden,1958-06-08,9591,Yugoslavia,Scotland,1,1,nul,False
859,1958,Group stage,Sweden,1958-06-08,17788,Brazil,Austria,3,0,victoire,False
860,1958,Group stage,Sweden,1958-06-08,49348,Soviet Union,England,2,2,nul,False
861,1958,Group stage,Sweden,1958-06-08,16518,France,Paraguay,7,3,victoire,False
862,1958,Group stage,Sweden,1958-06-08,31156,Argentina,West Germany,1,3,defaite,False
863,1954,Final,Switzerland,1954-07-04,62500,Germany,Hungary,3,2,victoire,False
864,1954,Third-place match,Switzerland,1954-07-03,32000,Austria,Uruguay,3,1,victoire,False
865,1954,Semi-finals,Switzerland,1954-06-30,45000,Hungary,Uruguay,4,2,victoire,False
866,1954,Semi-finals,Switzerland,1954-06-30,58000,Germany,Austria,6,1,victoire,False
867,1954,Quarter-finals,Switzerland,1954-06-27,17000,Germany,Yugoslavia,2,0,victoire,False
868,1954,Quarter-finals,Switzerland,1954-06-27,40000,Hungary,Brazil,4,2,victoire,False
869,1954,Quarter-finals,Switzerland,1954-06-26,28000,Uruguay,England,4,2,victoire,False
870,1954,Quarter-finals,Switzerland,1954-06-26,35000,Switzerland,Austria,5,7,defaite,True
871,1954,Group stage play-off,Switzerland,1954-06-23,17000,Germany,Turkey,7,2,victoire,False
872,1954,Group stage play-off,Switzerland,1954-06-23,30000,Switzerland,Italy,4,1,victoire,True
873,1954,Group stage,Switzerland,1954-06-20,56000,Hungary,Germany,8,3,victoire,False
874,1954,Group stage,Switzerland,1954-06-20,4000,Turkey,South Korea,7,0,victoire,False
875,1954,Group stage,Switzerland,1954-06-20,24000,Italy,Belgium,4,1,victoire,False
876,1954,Group stage,Switzerland,1954-06-20,43500,Switzerland,England,0,2,defaite,True
877,1954,Group stage,Switzerland,1954-06-19,34000,Uruguay,Scotland,7,0,victoire,False
878,1954,Group stage,Switzerland,1954-06-19,24637,Brazil,Yugoslavia,1,1,nul,False
879,1954,Group stage,Switzerland,1954-06-19,26000,Austria,Czechoslovakia,5,0,victoire,False
880,1954,Group stage,Switzerland,1954-06-19,19000,France,Mexico,3,2,victoire,False
881,1954,Group stage,Switzerland,1954-06-17,43000,Switzerland,Italy,2,1,victoire,True
882,1954,Group stage,Switzerland,1954-06-17,13000,Hungary,South Korea,9,0,victoire,False
883,1954,Group stage,Switzerland,1954-06-17,28000,Germany,Turkey,4,1,victoire,False
884,1954,Group stage,Switzerland,1954-06-17,14000,England,Belgium,4,4,nul,False
885,1954,Group stage,Switzerland,1954-06-16,20500,Uruguay,Czechoslovakia,2,0,victoire,False
886,1954,Group stage,Switzerland,1954-06-16,16000,Yugoslavia,France,1,0,victoire,False
887,1954,Group stage,Switzerland,1954-06-16,13470,Brazil,Mexico,5,0,victoire,False
888,1954,Group stage,Switzerland,1954-06-16,25000,Austria,Scotland,1,0,victoire,False
889,1950,Final stage,Brazil,1950-07-16,11227,Sweden,Spain,3,1,victoire,False
890,1950,Final stage,Brazil,1950-07-16,173850,Uruguay,Brazil,2,1,victoire,False
891,1950,Final stage,Brazil,1950-07-13,152772,Brazil,Spain,6,1,victoire,True
892,1950,Final stage,Brazil,1950-07-13,7987,Uruguay,Sweden,3,2,victoire,False
893,1950,Final stage,Brazil,1950-07-09,138886,Brazil,Sweden,7,1,victoire,True
894,1950,Final stage,Brazil,1950-07-09,44802,Uruguay,Spain,2,2,nul,False
895,1950,Group stage,Brazil,1950-07-02,8501,Chile,United States,5,2,victoire,False
896,1950,Group stage,Brazil,1950-07-02,25811,Italy,Paraguay,2,0,victoire,False
897,1950,Group stage,Brazil,1950-07-02,5284,Uruguay,Bolivia,8,0,victoire,False
898,1950,Group stage,Brazil,1950-07-02,74462,Spain,England,1,0,victoire,False
899,1950,Group stage,Brazil,1950-07-02,3580,Switzerland,Mexico,2,1,victoire,False
900,1950,Group stage,Brazil,1950-07-01,142429,Brazil,Yugoslavia,2,0,victoire,True
901,1950,Group stage,Brazil,1950-06-29,19790,Spain,Chile,2,0,victoire,False
902,1950,Group stage,Brazil,1950-06-29,10151,United States,England,1,0,victoire,False
903,1950,Group stage,Brazil,1950-06-29,7903,Sweden,Paraguay,2,2,nul,False
904,1950,Group stage,Brazil,1950-06-28,42032,Brazil,Switzerland,2,2,nul,True
905,1950,Group stage,Brazil,1950-06-28,11078,Yugoslavia,Mexico,4,1,victoire,False
906,1950,Group stage,Brazil,1950-06-25,36502,Sweden,Italy,3,2,victoire,False
907,1950,Group stage,Brazil,1950-06-25,29703,England,Chile,2,0,victoire,False
908,1950,Group stage,Brazil,1950-06-25,9511,Spain,United States,3,1,victoire,False
909,1950,Group stage,Brazil,1950-06-25,7336,Yugoslavia,Switzerland,3,0,victoire,False
910,1950,Group stage,Brazil,1950-06-24,81649,Brazil,Mexico,4,0,victoire,True
911,1938,Third-place match,France,1938-06-19,12000,Brazil,Sweden,4,2,victoire,False
912,1938,Final,France,1938-06-19,45000,Italy,Hungary,4,2,victoire,False
913,1938,Semi-finals,France,1938-06-16,20000,Hungary,Sweden,5,1,victoire,False
914,1938,Semi-finals,France,1938-06-16,33000,Italy,Brazil,2,1,victoire,False
915,1938,Quarter-finals,France,1938-06-14,18141,Brazil,Czechoslovakia,2,1,victoire,False
916,1938,Quarter-finals,France,1938-06-12,7000,Sweden,Cuba,8,0,victoire,False
917,1938,Quarter-finals,France,1938-06-12,22021,Brazil,Czechoslovakia,1,1,nul,False
918,1938,Quarter-finals,France,1938-06-12,15000,Hungary,Switzerland,2,0,victoire,False
919,1938,Quarter-finals,France,1938-06-12,58455,Italy,France,3,1,victoire,False
920,1938,Round of 16,France,1938-06-09,20025,Switzerland,Germany,4,2,victoire,False
921,1938,Round of 16,France,1938-06-09,8000,Cuba,Romania,2,1,victoire,False
922,1938,Round of 16,France,1938-06-05,19000,Italy,Norway,2,1,victoire,False
923,1938,Round of 16,France,1938-06-05,7000,Cuba,Romania,3,3,nul,False
924,1938,Round of 16,France,1938-06-05,9000,Hungary,Dutch East Indies,6,0,victoire,False
925,1938,Round of 16,France,1938-06-05,30454,France,Belgium,3,1,victoire,True
926,1938,Round of 16,France,1938-06-05,13452,Brazil,Poland,6,5,victoire,False
927,1938,Round of 16,France,1938-06-05,11000,Czechoslovakia,Netherlands,3,0,victoire,False
928,1938,Round of 16,France,1938-06-04,27152,Switzerland,Germany,1,1,nul,False
929,1934,Final,Italy,1934-06-10,55000,Italy,Czechoslovakia,2,1,victoire,True
930,1934,Third-place match,Italy,1934-06-07,7000,Germany,Austria,3,2,victoire,False
931,1934,Semi-finals,Italy,1934-06-03,15000,Czechoslovakia,Germany,3,1,victoire,False
932,1934,Semi-finals,Italy,1934-06-03,35000,Italy,Austria,1,0,victoire,True
933,1934,Quarter-finals,Italy,1934-06-01,43000,Italy,Spain,1,0,victoire,True
934,1934,Quarter-finals,Italy,1934-05-31,23000,Austria,Hungary,2,1,victoire,False
935,1934,Quarter-finals,Italy,1934-05-31,12000,Czechoslovakia,Switzerland,3,2,victoire,False
936,1934,Quarter-finals,Italy,1934-05-31,35000,Italy,Spain,1,1,nul,True
937,1934,Quarter-finals,Italy,1934-05-31,3000,Germany,Sweden,2,1,victoire,False
938,1934,Round of 16,Italy,1934-05-27,9000,Czechoslovakia,Romania,2,1,victoire,False
939,1934,Round of 16,Italy,1934-05-27,9000,Hungary,Egypt,4,2,victoire,False
940,1934,Round of 16,Italy,1934-05-27,16000,Austria,France,3,2,victoire,False
941,1934,Round of 16,Italy,1934-05-27,33000,Switzerland,Netherlands,3,2,victoire,False
942,1934,Round of 16,Italy,1934-05-27,14000,Sweden,Argentina,3,2,victoire,False
943,1934,Round of 16,Italy,1934-05-27,21000,Spain,Brazil,3,1,victoire,False
944,1934,Round of 16,Italy,1934-05-27,8000,Germany,Belgium,5,2,victoire,False
945,1934,Round of 16,Italy,1934-05-27,25000,Italy,United States,7,1,victoire,True
946,1930,Final,Uruguay,1930-07-30,68346,Uruguay,Argentina,4,2,victoire,True
947,1930,Semi-finals,Uruguay,1930-07-27,79867,Uruguay,Yugoslavia,6,1,victoire,True
948,1930,Semi-finals,Uruguay,1930-07-26,72886,Argentina,United States,6,1,victoire,False
949,1930,Group stage,Uruguay,1930-07-22,41459,Argentina,Chile,3,1,victoire,False
950,1930,Group stage,Uruguay,1930-07-21,70022,Uruguay,Romania,4,0,victoire,True
951,1930,Group stage,Uruguay,1930-07-20,25466,Brazil,Bolivia,4,0,victoire,False
952,1930,Group stage,Uruguay,1930-07-20,12000,Paraguay,Belgium,1,0,victoire,False
953,1930,Group stage,Uruguay,1930-07-19,2000,Chile,France,1,0,victoire,False
954,1930,Group stage,Uruguay,1930-07-19,42100,Argentina,Mexico,6,3,victoire,False
955,1930,Group stage,Uruguay,1930-07-18,57735,Uruguay,Peru,1,0,victoire,True
956,1930,Group stage,Uruguay,1930-07-17,18306,Yugoslavia,Bolivia,4,0,victoire,False
957,1930,Group stage,Uruguay,1930-07-17,18306,United States,Paraguay,3,0,victoire,False
958,1930,Group stage,Uruguay,1930-07-16,9249,Chile,Mexico,3,0,victoire,False
959,1930,Group stage,Uruguay,1930-07-15,23409,Argentina,France,1,0,victoire,False
960,1930,Group stage,Uruguay,1930-07-14,24059,Yugoslavia,Brazil,2,1,victoire,False
961,1930,Group stage,Uruguay,1930-07-14,2549,Romania,Peru,3,1,victoire,False
962,1930,Group stage,Uruguay,1930-07-13,18346,United States,Belgium,3,0,victoire,False
963,1930,Group stage,Uruguay,1930-07-13,4444,France,Mexico,4,1,victoire,False
0,2022,Final,Qatar,2022-12-18,88966,France,Argentina,3,3,nul,False
1,2022,Third-place match,Qatar,2022-12-17,44137,Morocco,Croatia,1,2,defaite,False
2,2022,Semi-finals,Qatar,2022-12-14,68294,Morocco,France,0,2,defaite,False
3,2022,Semi-finals,Qatar,2022-12-13,88966,Croatia,Argentina,0,3,defaite,False
4,2022,Quarter-finals,Qatar,2022-12-10,44198,Portugal,Morocco,0,1,defaite,False
5,2022,Quarter-finals,Qatar,2022-12-10,68895,France,England,2,1,victoire,False
6,2022,Quarter-finals,Qatar,2022-12-09,43893,Brazil,Croatia,1,1,nul,False
7,2022,Quarter-finals,Qatar,2022-12-09,88235,Argentina,Netherlands,2,2,nul,False
8,2022,Round of 16,Qatar,2022-12-06,44667,Spain,Morocco,0,0,nul,False
9,2022,Round of 16,Qatar,2022-12-06,83720,Switzerland,Portugal,1,6,defaite,False
10,2022,Round of 16,Qatar,2022-12-05,42523,Croatia,Japan,1,1,nul,False
11,2022,Round of 16,Qatar,2022-12-05,43847,South Korea,Brazil,1,4,defaite,False
12,2022,Round of 16,Qatar,2022-12-04,40989,Poland,France,1,3,defaite,False
13,2022,Round of 16,Qatar,2022-12-04,65985,Senegal,England,0,3,defaite,False
14,2022,Round of 16,Qatar,2022-12-03,44846,United States,Netherlands,1,3,defaite,False
15,2022,Round of 16,Qatar,2022-12-03,45032,Australia,Argentina,1,2,defaite,False
16,2022,Group stage,Qatar,2022-12-02,44097,Portugal,South Korea,1,2,defaite,False
17,2022,Group stage,Qatar,2022-12-02,43443,Uruguay,Ghana,2,0,victoire,False
18,2022,Group stage,Qatar,2022-12-02,85986,Brazil,Cameroon,0,1,defaite,False
19,2022,Group stage,Qatar,2022-12-02,41378,Switzerland,Serbia,3,2,victoire,False
20,2022,Group stage,Qatar,2022-12-01,43102,Morocco,Canada,2,1,victoire,False
21,2022,Group stage,Qatar,2022-12-01,43984,Belgium,Croatia,0,0,nul,False
22,2022,Group stage,Qatar,2022-12-01,67054,Germany,Costa Rica,4,2,victoire,False
23,2022,Group stage,Qatar,2022-12-01,44851,Spain,Japan,1,2,defaite,False
24,2022,Group stage,Qatar,2022-11-30,41232,Denmark,Australia,0,1,defaite,False
25,2022,Group stage,Qatar,2022-11-30,43627,France,Tunisia,0,1,defaite,False
26,2022,Group stage,Qatar,2022-11-30,84985,Mexico,Saudi Arabia,2,1,victoire,False
27,2022,Group stage,Qatar,2022-11-30,44089,Argentina,Poland,2,0,victoire,False
28,2022,Group stage,Qatar,2022-11-29,44569,Senegal,Ecuador,2,1,victoire,False
29,2022,Group stage,Qatar,2022-11-29,66784,Qatar,Netherlands,0,2,defaite,True
30,2022,Group stage,Qatar,2022-11-29,42127,United States,Iran,1,0,victoire,False
31,2022,Group stage,Qatar,2022-11-29,44297,England,Wales,3,0,victoire,False
32,2022,Group stage,Qatar,2022-11-28,39789,Serbia,Cameroon,3,3,nul,False
33,2022,Group stage,Qatar,2022-11-28,43983,Ghana,South Korea,3,2,victoire,False
34,2022,Group stage,Qatar,2022-11-28,43649,Switzerland,Brazil,0,1,defaite,False
35,2022,Group stage,Qatar,2022-11-28,88668,Uruguay,Portugal,0,2,defaite,False
36,2022,Group stage,Qatar,2022-11-27,41479,Costa Rica,Japan,1,0,victoire,False
37,2022,Group stage,Qatar,2022-11-27,43738,Morocco,Belgium,2,0,victoire,False
38,2022,Group stage,Qatar,2022-11-27,44374,Canada,Croatia,1,4,defaite,False
39,2022,Group stage,Qatar,2022-11-27,68895,Germany,Spain,1,1,nul,False
40,2022,Group stage,Qatar,2022-11-26,41823,Australia,Tunisia,1,0,victoire,False
41,2022,Group stage,Qatar,2022-11-26,44259,Saudi Arabia,Poland,0,2,defaite,False
42,2022,Group stage,Qatar,2022-11-26,42860,Denmark,France,1,2,defaite,False
43,2022,Group stage,Qatar,2022-11-26,88966,Mexico,Argentina,0,2,defaite,False
44,2022,Group stage,Qatar,2022-11-25,40875,Iran,Wales,2,0,victoire,False
45,2022,Group stage,Qatar,2022-11-25,41797,Senegal,Qatar,3,1,victoire,False
46,2022,Group stage,Qatar,2022-11-25,44833,Ecuador,Netherlands,1,1,nul,False
47,2022,Group stage,Qatar,2022-11-25,68463,United States,England,0,0,nul,False
48,2022,Group stage,Qatar,2022-11-24,39089,Cameroon,Switzerland,0,1,defaite,False
49,2022,Group stage,Qatar,2022-11-24,41663,South Korea,Uruguay,0,0,nul,False
50,2022,Group stage,Qatar,2022-11-24,42662,Ghana,Portugal,2,3,defaite,False
51,2022,Group stage,Qatar,2022-11-24,88103,Serbia,Brazil,0,2,defaite,False
52,2022,Group stage,Qatar,2022-11-23,59407,Croatia,Morocco,0,0,nul,False
53,2022,Group stage,Qatar,2022-11-23,42608,Japan,Germany,2,1,victoire,False
54,2022,Group stage,Qatar,2022-11-23,40013,Costa Rica,Spain,0,7,defaite,False
55,2022,Group stage,Qatar,2022-11-23,40432,Canada,Belgium,0,1,defaite,False
56,2022,Group stage,Qatar,2022-11-22,88012,Saudi Arabia,Argentina,2,1,victoire,False
57,2022,Group stage,Qatar,2022-11-22,42925,Tunisia,Denmark,0,0,nul,False
58,2022,Group stage,Qatar,2022-11-22,39369,Poland,Mexico,0,0,nul,False
59,2022,Group stage,Qatar,2022-11-22,40875,Australia,France,1,4,defaite,False
60,2022,Group stage,Qatar,2022-11-21,45334,Iran,England,2,6,defaite,False
61,2022,Group stage,Qatar,2022-11-21,41721,Netherlands,Senegal,2,0,victoire,False
62,2022,Group stage,Qatar,2022-11-21,43418,Wales,United States,1,1,nul,False
63,2022,Group stage,Qatar,2022-11-20,67372,Ecuador,Qatar,2,0,victoire,False
64,2018,Final,Russia,2018-07-15,78011,Croatia,France,2,4,defaite,False
65,2018,Third-place match,Russia,2018-07-14,64406,England,Belgium,0,2,defaite,False
66,2018,Semi-finals,Russia,2018-07-11,78011,England,Croatia,1,2,defaite,False
67,2018,Semi-finals,Russia,2018-07-10,64286,Belgium,France,0,1,defaite,False
68,2018,Quarter-finals,Russia,2018-07-07,39991,England,Sweden,2,0,victoire,False
69,2018,Quarter-finals,Russia,2018-07-07,44287,Croatia,Russia,2,2,nul,False
70,2018,Quarter-finals,Russia,2018-07-06,43319,France,Uruguay,2,0,victoire,False
71,2018,Quarter-finals,Russia,2018-07-06,42873,Belgium,Brazil,2,1,victoire,False
72,2018,Round of 16,Russia,2018-07-03,64042,Switzerland,Sweden,0,1,defaite,False
73,2018,Round of 16,Russia,2018-07-03,44190,England,Colombia,1,1,nul,False
74,2018,Round of 16,Russia,2018-07-02,41970,Mexico,Brazil,0,2,defaite,False
75,2018,Round of 16,Russia,2018-07-02,41466,Japan,Belgium,2,3,defaite,False
76,2018,Round of 16,Russia,2018-07-01,78011,Russia,Spain,1,1,nul,True
77,2018,Round of 16,Russia,2018-07-01,40851,Denmark,Croatia,1,1,nul,False
78,2018,Round of 16,Russia,2018-06-30,42873,Argentina,France,3,4,defaite,False
79,2018,Round of 16,Russia,2018-06-30,44287,Portugal,Uruguay,1,2,defaite,False
80,2018,Group stage,Russia,2018-06-28,42189,Poland,Japan,1,0,victoire,False
81,2018,Group stage,Russia,2018-06-28,41970,Colombia,Senegal,1,0,victoire,False
82,2018,Group stage,Russia,2018-06-28,33973,Belgium,England,1,0,victoire,False
83,2018,Group stage,Russia,2018-06-28,37168,Tunisia,Panama,2,1,victoire,False
84,2018,Group stage,Russia,2018-06-27,41835,Germany,South Korea,0,2,defaite,False
85,2018,Group stage,Russia,2018-06-27,33061,Sweden,Mexico,3,0,victoire,False
86,2018,Group stage,Russia,2018-06-27,43319,Costa Rica,Switzerland,2,2,nul,False
87,2018,Group stage,Russia,2018-06-27,44190,Brazil,Serbia,2,0,victoire,False
88,2018,Group stage,Russia,2018-06-26,44073,Peru,Australia,2,0,victoire,False
89,2018,Group stage,Russia,2018-06-26,78011,France,Denmark,0,0,nul,False
90,2018,Group stage,Russia,2018-06-26,43472,Croatia,Iceland,2,1,victoire,False
91,2018,Group stage,Russia,2018-06-26,64468,Argentina,Nigeria,2,1,victoire,False
92,2018,Group stage,Russia,2018-06-25,36823,Egypt,Saudi Arabia,1,2,defaite,False
93,2018,Group stage,Russia,2018-06-25,41970,Russia,Uruguay,0,3,defaite,True
94,2018,Group stage,Russia,2018-06-25,33973,Morocco,Spain,2,2,nul,False
95,2018,Group stage,Russia,2018-06-25,41685,Portugal,Iran,1,1,nul,False
96,2018,Group stage,Russia,2018-06-24,43319,Panama,England,1,6,defaite,False
97,2018,Group stage,Russia,2018-06-24,32572,Senegal,Japan,2,2,nul,False
98,2018,Group stage,Russia,2018-06-24,42873,Colombia,Poland,3,0,victoire,False
99,2018,Group stage,Russia,2018-06-23,44190,Tunisia,Belgium,2,5,defaite,False
100,2018,Group stage,Russia,2018-06-23,43472,Mexico,South Korea,2,1,victoire,False
101,2018,Group stage,Russia,2018-06-23,44287,Sweden,Germany,1,2,defaite,False
102,2018,Group stage,Russia,2018-06-22,64468,Costa Rica,Brazil,0,2,defaite,False
103,2018,Group stage,Russia,2018-06-22,40904,Iceland,Nigeria,0,2,defaite,False
104,2018,Group stage,Russia,2018-06-22,33167,Switzerland,Serbia,2,1,victoire,False
105,2018,Group stage,Russia,2018-06-21,40727,Australia,Denmark,1,1,nul,False
106,2018,Group stage,Russia,2018-06-21,32789,Peru,France,0,1,defaite,False
107,2018,Group stage,Russia,2018-06-21,43319,Croatia,Argentina,3,0,victoire,False
108,2018,Group stage,Russia,2018-06-20,78011,Morocco,Portugal,0,1,defaite,False
109,2018,Group stage,Russia,2018-06-20,42678,Saudi Arabia,Uruguay,0,1,defaite,False
110,2018,Group stage,Russia,2018-06-20,42718,Spain,Iran,1,0,victoire,False
111,2018,Group stage,Russia,2018-06-19,40842,Japan,Colombia,2,1,victoire,False
112,2018,Group stage,Russia,2018-06-19,44190,Senegal,Poland,2,1,victoire,False
113,2018,Group stage,Russia,2018-06-19,64468,Egypt,Russia,1,3,defaite,False
114,2018,Group stage,Russia,2018-06-18,42300,South Korea,Sweden,0,1,defaite,False
115,2018,Group stage,Russia,2018-06-18,43257,Panama,Belgium,0,3,defaite,False
116,2018,Group stage,Russia,2018-06-18,41064,England,Tunisia,2,1,victoire,False
117,2018,Group stage,Russia,2018-06-17,41432,Serbia,Costa Rica,1,0,victoire,False
118,2018,Group stage,Russia,2018-06-17,78011,Mexico,Germany,1,0,victoire,False
119,2018,Group stage,Russia,2018-06-17,43109,Switzerland,Brazil,1,1,nul,False
120,2018,Group stage,Russia,2018-06-16,41279,Australia,France,1,2,defaite,False
121,2018,Group stage,Russia,2018-06-16,44190,Iceland,Argentina,1,1,nul,False
122,2018,Group stage,Russia,2018-06-16,40502,Denmark,Peru,1,0,victoire,False
123,2018,Group stage,Russia,2018-06-16,31136,Nigeria,Croatia,0,2,defaite,False
124,2018,Group stage,Russia,2018-06-15,27015,Uruguay,Egypt,1,0,victoire,False
125,2018,Group stage,Russia,2018-06-15,62548,Iran,Morocco,1,0,victoire,False
126,2018,Group stage,Russia,2018-06-15,43866,Spain,Portugal,3,3,nul,False
127,2018,Group stage,Russia,2018-06-14,78011,Saudi Arabia,Russia,0,5,defaite,False
128,2014,Final,Brazil,2014-07-13,74738,Argentina,Germany,0,1,defaite,False
129,2014,Third-place match,Brazil,2014-07-12,68034,Netherlands,Brazil,3,0,victoire,False
130,2014,Semi-finals,Brazil,2014-07-09,63267,Argentina,Netherlands,0,0,nul,False
131,2014,Semi-finals,Brazil,2014-07-08,58141,Germany,Brazil,7,1,victoire,False
132,2014,Quarter-finals,Brazil,2014-07-05,68551,Belgium,Argentina,0,1,defaite,False
133,2014,Quarter-finals,Brazil,2014-07-05,51179,Costa Rica,Netherlands,0,0,nul,False
134,2014,Quarter-finals,Brazil,2014-07-04,74240,Germany,France,1,0,victoire,False
135,2014,Quarter-finals,Brazil,2014-07-04,60342,Colombia,Brazil,1,2,defaite,False
136,2014,Round of 16,Brazil,2014-07-01,63255,Switzerland,Argentina,0,1,defaite,False
137,2014,Round of 16,Brazil,2014-07-01,51227,United States,Belgium,1,2,defaite,False
138,2014,Round of 16,Brazil,2014-06-30,67882,Nigeria,France,0,2,defaite,False
139,2014,Round of 16,Brazil,2014-06-30,43063,Algeria,Germany,1,2,defaite,False
140,2014,Round of 16,Brazil,2014-06-29,58817,Mexico,Netherlands,1,2,defaite,False
141,2014,Round of 16,Brazil,2014-06-29,41242,Greece,Costa Rica,1,1,nul,False
142,2014,Round of 16,Brazil,2014-06-28,57714,Chile,Brazil,1,1,nul,False
143,2014,Round of 16,Brazil,2014-06-28,73804,Uruguay,Colombia,0,2,defaite,False
144,2014,Group stage,Brazil,2014-06-26,41876,Germany,United States,1,0,victoire,False
145,2014,Group stage,Brazil,2014-06-26,67540,Ghana,Portugal,1,2,defaite,False
146,2014,Group stage,Brazil,2014-06-26,61397,Belgium,South Korea,1,0,victoire,False
147,2014,Group stage,Brazil,2014-06-26,39311,Russia,Algeria,1,1,nul,False
148,2014,Group stage,Brazil,2014-06-25,48011,Iran,Bosnia and Herzegovina,1,3,defaite,False
149,2014,Group stage,Brazil,2014-06-25,43285,Argentina,Nigeria,3,2,victoire,False
150,2014,Group stage,Brazil,2014-06-25,40322,Switzerland,Honduras,3,0,victoire,False
151,2014,Group stage,Brazil,2014-06-25,73749,France,Ecuador,0,0,nul,False
152,2014,Group stage,Brazil,2014-06-24,57823,England,Costa Rica,0,0,nul,False
153,2014,Group stage,Brazil,2014-06-24,39706,Uruguay,Italy,1,0,victoire,False
154,2014,Group stage,Brazil,2014-06-24,40340,Colombia,Japan,4,1,victoire,False
155,2014,Group stage,Brazil,2014-06-24,59095,Ivory Coast,Greece,1,2,defaite,False
156,2014,Group stage,Brazil,2014-06-23,39375,Spain,Australia,3,0,victoire,False
157,2014,Group stage,Brazil,2014-06-23,62996,Chile,Netherlands,0,2,defaite,False
158,2014,Group stage,Brazil,2014-06-23,41212,Mexico,Croatia,3,1,victoire,False
159,2014,Group stage,Brazil,2014-06-23,69112,Brazil,Cameroon,4,1,victoire,True
160,2014,Group stage,Brazil,2014-06-22,73819,Russia,Belgium,0,1,defaite,False
161,2014,Group stage,Brazil,2014-06-22,42732,Algeria,South Korea,4,2,victoire,False
162,2014,Group stage,Brazil,2014-06-22,40123,Portugal,United States,2,2,nul,False
163,2014,Group stage,Brazil,2014-06-21,57698,Iran,Argentina,0,1,defaite,False
164,2014,Group stage,Brazil,2014-06-21,59621,Ghana,Germany,2,2,nul,False
165,2014,Group stage,Brazil,2014-06-21,40499,Bosnia and Herzegovina,Nigeria,0,1,defaite,False
166,2014,Group stage,Brazil,2014-06-20,40285,Costa Rica,Italy,1,0,victoire,False
167,2014,Group stage,Brazil,2014-06-20,51003,France,Switzerland,5,2,victoire,False
168,2014,Group stage,Brazil,2014-06-20,39224,Ecuador,Honduras,2,1,victoire,False
169,2014,Group stage,Brazil,2014-06-19,68748,Ivory Coast,Colombia,1,2,defaite,False
170,2014,Group stage,Brazil,2014-06-19,62575,England,Uruguay,1,2,defaite,False
171,2014,Group stage,Brazil,2014-06-19,39485,Greece,Japan,0,0,nul,False
172,2014,Group stage,Brazil,2014-06-18,42877,Netherlands,Australia,3,2,victoire,False
173,2014,Group stage,Brazil,2014-06-18,74101,Chile,Spain,2,0,victoire,False
174,2014,Group stage,Brazil,2014-06-18,39982,Croatia,Cameroon,4,0,victoire,False
175,2014,Group stage,Brazil,2014-06-17,56800,Algeria,Belgium,1,2,defaite,False
176,2014,Group stage,Brazil,2014-06-17,60342,Mexico,Brazil,0,0,nul,False
177,2014,Group stage,Brazil,2014-06-17,37603,South Korea,Russia,1,1,nul,False
178,2014,Group stage,Brazil,2014-06-16,51081,Portugal,Germany,0,4,defaite,False
179,2014,Group stage,Brazil,2014-06-16,39081,Nigeria,Iran,0,0,nul,False
